file	line	content	inside_fence	token	suggested_class	suggested_action	confidence
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	419	| Per-node override on bitmap field | 4 | `per-bit-per-core-override-pattern.md` |	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	430	- `partner-core-bitmap-pattern.md` — per-core 1-bit-per-core variant (v5.14.9.G)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	430	- `partner-core-bitmap-pattern.md` — per-core 1-bit-per-core variant (v5.14.9.G)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	432	- `per-bit-per-core-override-pattern.md` — per-bit per-core override variant (v5.14.9.F.6)	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	432	- `per-bit-per-core-override-pattern.md` — per-bit per-core override variant (v5.14.9.F.6)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/categorical-tag-applicability-pattern.md	216	// Compute active categories from active instances per-core:	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/cfg-field-categorization-discipline.md	46	**Canonical example:** `regime_hysteresis` + `exit_threshold` (per-core PARAMETERS at v1.7.6 cycle; uniform default propagated via walker).	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/framework-composition-overview.md	111	Parser   File save  GUI    Cfg struct  Per-core    Custom-	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	122	#define X_AUTOPOP_DISPATCH_PER_CORE(name, pred, doc)    /* per-core walk */	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	218	lat_enabled = core->latency_stats.enabled.load(...);        // Layer 2: per-core runtime atomic	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	520	**Concern #2 — Per-core override across SPLIT: ⏳ PENDING (v5.14.9.F.6 field test)**	False	Per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	617	- **v1.0 (2026-05-10): post-field-test ACTIVE.** All 4 pre-field-test concerns validated via .F-.F.6 ships + 2 follow-up ships (.G + .H). Concrete code references point to shipped commits. Lessons sec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	61	// Default path: registry-driven per-core fields	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	147	| `core_model_dir` | `char[64]` | 16 | Per-core model directory paths | .F.4e KIND_STRING cohort | `FOREACH_PER_CORE_CFG_FIELD` row with KIND_STRING |	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	235	- After both applications land + Stage 3 promote: H17 codified as HARD invariant in DESIGN_PHILOSOPHY § 2 (currently STRONG at `.F.4c.3` per-core surface only)	False	per-core	claude-md-section-crossref	SISTER-COHORT-XREF	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	252	**Stage 2 DRAFT v1.0 — committed 2026-05-15 ahead of v5.15.5.F.4c.3 WIP2d-0.** Promotes to Stage 3 ACTIVE v1.0 at ship close once per-core surface canonical application lands; second canonical applica	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-action-registry-walker-family.md	122	// Render per-core cfg fields in Settings panel	True	per-core	code-fence-target	RENAME-WITH-CONFIRM	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-state-dispatch-with-per-state-update-metadata.md	223	// Per-core cfg row — bandit_algorithm lives in FOREACH_PER_CORE_CFG_FIELD per cfg-scope-discipline default	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-state-dispatch-with-per-state-update-metadata.md	236	// Per-core consumer reads core_cfg->bandit_algorithm; type-system rejects scope erosion	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-bit-per-core-override-pattern.md	44	**When cfg-flags migrated to bitmaps (v5.14.9.F-.F.3), per-core override needed to extend:**	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-bit-per-core-override-pattern.md	301	# RISK domain — per-core override (overrides whichever bits operator sets)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	15	**Promotes to:** Stage 3 ACTIVE v1.0 at `.F.4c.3` ship close (per-core registry)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	69	// N authoritative per-core instances — NO global default; NO inheritance	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	76	"Per-core access reads distinct cache lines; no false sharing.");	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	87	"per-core descriptor array size must equal PER_CORE_FIELD_IDX_END");	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	116	// Subsequent "take_profit_pct=3.0" → parse against per-core registry, write to cfg.cores[active_core_idx]	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	123	// Walk all per-core rows for each core instance	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	175	## First canonical application — per-core (v5.15.5.F.4c.3)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	329	**Stage 3 ACTIVE v1.0 — promoted 2026-05-15 at v5.15.5.F.4c.3 r-8 ship close.** Per-core axis live; per-symbol / per-strategy / per-horizon / per-regime axes structurally enforced by sig discipline; m	False	Per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/registry-tuple-as-single-source-of-truth.md	28	A registry was first conceived for ONE consumer (e.g., cfg parsing). As the codebase matures, MORE consumers want to ingest the same registry: GUI rendering, per-core override declaration, stamp-bindi	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/sink-fn-pointer-for-optional-side-effect-pattern.md	181	void (*on_fill_log)(...) = &noop_per_core_log<F>;  // per-core enable	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	99	// Per-core slow-path gate state. Lives on CoreContext<F>.	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	106	// Single-threaded access (per-core slow-path); no atomics needed. GUI display	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	137	// checked WITHIN ML_BuildParameters body. Per-core; uses resolved_cfg	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	138	// (already merged with per-core overrides).	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	140	// Scope decision: this registry covers per-core gates inside the ML build	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	149	//                    passes resolved_cfg (already merged with per-core	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	137	// ... per-core engine state ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	139	// ... more per-core fields ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	148	// ... per-core ezoo work ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	163	void*       ezoo_refs[MAX_EXECUTION_CORES]     = {nullptr};   // EnsembleModelZoo<F>* per-core (lazy-cast)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	164	const void* core_cfg_refs[MAX_EXECUTION_CORES] = {nullptr};   // const PerCoreCfg<F>* per-core (lazy-cast)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	169	// inside the per-core init loop	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-trait-dispatch-via-tt-namespace.md	8	sister_specs: [universal-cfg-field-registry-pattern.md, type-erased-per-core-resource-handle-pattern.md, x-macro-registry-with-presence-dispatch.md]	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	22	- Composes with: `per-bit-per-core-override-pattern.md` (per-node override emission via PER_CORE_OK metadata flag)	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	57	// All cfg consumers (parser, panel, save/load, per-core override, drift check,	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	120	PER_CORE_OK             = 1u << 0,   // emit per-core override	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	252	else { /* per-core override matching + unknown-key handling */ }	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	265	// --- 4. Per-core override storage (emit ONLY for PER_CORE_OK fields) ---	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	305	- **Composition with per-node override pattern** (`per-bit-per-core-override-pattern.md`): PER_CORE_OK fields auto-emit override storage + branchless resolution.	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/canonical-sister-extension-discipline.md	308	**Stage 3 first canonical:** Check 9 in `tools/check_per_core_registry_integrity.py` at `.B.7` (paired-access mismatch detector for Class 26 sub-shape A) — extended existing tool that already had Chec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/canonical-sister-extension-discipline.md	308	**Stage 3 first canonical:** Check 9 in `tools/check_per_core_registry_integrity.py` at `.B.7` (paired-access mismatch detector for Class 26 sub-shape A) — extended existing tool that already had Chec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	141	**Worked example:** `.B.3` Step 1.6.3 — for FOREACH_ML_CFG_FLAG / FOREACH_GATE_CFG_FLAG bitmap-bool entries, framework drift walker at `CfgGateRegistry.hpp:383+` reads `handle.legacy_field` DIRECT (no	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/structural-enforcement-when-memory-insufficient.md	25	- 7th (v5.15.5.F.4d.1.D — Check 11 in NEW tools/check_forward_promise_audit.py — forward-promise auto-write verification across CHANGELOG + postmortems + handoffs + plan bodies + Class catalogs; 24 se	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/train-serve-execution-layer-parity.md	80	PARITY-027 + B3 per-core regime + B1 BNB fee were 3 sister mirrors at slow-path-cycle surface → `EngineCommon_SlowPathCycleOneCore` extract justified.	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/plan-templates/design-spec-template.md	163	<What auto-flows when row added — parser + GUI + tooltip + per-core override emission etc.>	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/plan-templates/future-oriented-plan-template.md	97	- **NEW cfg flags:** parser parses + GUI renders + tooltip present + per-core override emission (if applicable) + fallback verified	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/plan-templates/sprint-master-plan-template.md	62	- "Migrate engine off legacy single_core LIVE; harden replay determinism" (live-readiness umbrella)	True	single_core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-flag-eligibility-criteria.md	223	If a flag has per-node override (`core_0_kill_switch_enabled`), it still passes criterion 2 (engine-wide-with-per-node-override is still engine-config-driven, not per-tick runtime state). Per-bit per-	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-flag-eligibility-criteria.md	353	- `per-bit-per-core-override-pattern.md` — per-node override for migrated flags	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	97	PerCoreOverrides<F> core_overrides[16];  // per-core override values	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	182	// CORRECT — single per-core slice param; globals (if any) as explicit scalars	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	186	const PerCoreCfg<F>* core_cfg,        // per-core slice — body reads core_cfg->X	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	202	const ControllerConfig<F>* config,   // <-- WRONG: per-core fn taking full cfg	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	218	# A1: Consumer fn taking ControllerConfig<F>* (forbidden for per-core consumers)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	222	# A2: Per-core field read through `config->` instead of `core_cfg->` (in any fn taking PerCoreCfg<F>*)	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	227	# A3 (NEW at WIP2d-0): Parallel array shadowing per-core registry row.	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	233	# A4 (NEW at WIP2d-0): Anti-pattern 1 consumer (global default + per-core override).	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	253	- `ControllerConfig_ResolveForCore` itself — the resolver that produces per-core views; takes `const ControllerConfig<F>&` by design. (Deleted at WIP2f.)	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	294	- **Pre-`.F.4c.3`**: trading field could live anywhere (global with override; or just global; or partially per-core). Discipline-less. Result: 17 ML fields shipped invisible to operator (`.F.4c.1` pap	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-scope-discipline.md	364	**Stage 3 ACTIVE v1.0 — promoted 2026-05-15 at v5.15.5.F.4c.3 r-8 ship close.** 4 canonical sig shapes: (1) single per-core slice for single-core consumer (original), (2) consumer over per-node array 	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-section-parser-state-machine.md	106	emit_error_with_migration_hint(key, "per-core", expected_scope_for_key(key));	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/cfg-section-parser-state-machine.md	132	if (strcmp(key, g_per_core_cfg_field_descriptors[i].cfg_field_name) == 0) return "per-core";	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/decision-time-data-binding-pattern.md	217	FPN<F> slippage_pct;   // pre-resolved per-core	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/decision-time-data-binding-pattern.md	219	// - effective_kill_switch_threshold (per-core risk envelope at submit time)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/decision-time-data-binding-pattern.md	220	// - effective_min_holding_ticks (per-core time-exit floor)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/multi-bit-state-encoding-pattern.md	540	Is the field stored within a single record (per-core, per-slot, etc.)?	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/shared-helper-extract-for-train-serve-mirror-close.md	44	// Per-core boot work shared between EngineSharded_Run + BacktestSharded_Run.	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/refactor-patterns/shared-helper-extract-for-train-serve-mirror-close.md	46	//          Strategy_InitPerCore + BNB fee discount per-core + bandit prior + ...	True	per-core	code-fence-cite	LEAVE	HIGH
