file	line	content	inside_fence	token	suggested_class	suggested_action	confidence
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/hot-side-array-element-alignment-for-sparse-access.md	129	- **`CoreContext`** (v5.15.5.B.1) — per-core state struct iterated via active-core bitmap. `alignas(64)` applied during the .B.1 cluster reorg. Now retroactively documented as a v5.15.5.C.5-spec appli	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	8	sister_specs: [bitmap-flag-api.md, per-bit-per-core-override-pattern.md, transient-aggregation-bitmap-pattern.md]	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	32	// ... per-core state ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	48	// Per-core check:	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	87	// Test (per-core):	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	174	// Per-core check in the per-core slow-path:	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	174	// Per-core check in the per-core slow-path:	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/partner-core-bitmap-pattern.md	219	### v5.14.9.G — first per-core bitmap migration	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/data-disciplines/per-node-purity-scale-invariance.md	57	| Cross-node iteration / global consumer reading a per-core field (or an unindexed-global read) | **26** | a loop over all nodes, or a consumer that reads `cfg.field` (flat) where it should read `cfg.	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/doc-disciplines/file-size-split-discipline.md	238	#include "EngineSharded/SlowPath.hpp"  // per-core slow-path body	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/feature-patterns/runtime-toggleable-bench-gate-pattern.md	269	References: `partner-core-bitmap-pattern.md` + `per-bit-per-core-override-pattern.md`	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/feature-patterns/shadow-load-state-transition-pattern.md	179	**Used in:** v5.15.4 HotSwap (per-core slow-path thread is the sole	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	23	- Sister pattern: `per-bit-per-core-override-pattern.md` (per-bit per-node override on bitmap fields)	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	388	**See:** `per-bit-per-core-override-pattern.md` (full doc on this variant).	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	419	| Per-node override on bitmap field | 4 | `per-bit-per-core-override-pattern.md` |	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	430	- `partner-core-bitmap-pattern.md` — per-core 1-bit-per-core variant (v5.14.9.G)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	430	- `partner-core-bitmap-pattern.md` — per-core 1-bit-per-core variant (v5.14.9.G)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	432	- `per-bit-per-core-override-pattern.md` — per-bit per-core override variant (v5.14.9.F.6)	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/bitmap-flag-api.md	432	- `per-bit-per-core-override-pattern.md` — per-bit per-core override variant (v5.14.9.F.6)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/categorical-tag-applicability-pattern.md	216	// Compute active categories from active instances per-core:	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/cfg-field-categorization-discipline.md	46	**Canonical example:** `regime_hysteresis` + `exit_threshold` (per-core PARAMETERS at v1.7.6 cycle; uniform default propagated via walker).	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/framework-composition-overview.md	111	Parser   File save  GUI    Cfg struct  Per-core    Custom-	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	122	#define X_AUTOPOP_DISPATCH_PER_CORE(name, pred, doc)    /* per-core walk */	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	218	lat_enabled = core->latency_stats.enabled.load(...);        // Layer 2: per-core runtime atomic	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	520	**Concern #2 — Per-core override across SPLIT: ⏳ PENDING (v5.14.9.F.6 field test)**	False	Per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/heterogeneous-registry-pattern.md	617	- **v1.0 (2026-05-10): post-field-test ACTIVE.** All 4 pre-field-test concerns validated via .F-.F.6 ships + 2 follow-up ships (.G + .H). Concrete code references point to shipped commits. Lessons sec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	61	// Default path: registry-driven per-core fields	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	147	| `core_model_dir` | `char[64]` | 16 | Per-core model directory paths | .F.4e KIND_STRING cohort | `FOREACH_PER_CORE_CFG_FIELD` row with KIND_STRING |	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	235	- After both applications land + Stage 3 promote: H17 codified as HARD invariant in DESIGN_PHILOSOPHY § 2 (currently STRONG at `.F.4c.3` per-core surface only)	False	per-core	claude-md-section-crossref	SISTER-COHORT-XREF	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/manual-fields-inventory-pattern.md	252	**Stage 2 DRAFT v1.0 — committed 2026-05-15 ahead of v5.15.5.F.4c.3 WIP2d-0.** Promotes to Stage 3 ACTIVE v1.0 at ship close once per-core surface canonical application lands; second canonical applica	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-action-registry-walker-family.md	122	// Render per-core cfg fields in Settings panel	True	per-core	code-fence-target	RENAME-WITH-CONFIRM	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-state-dispatch-with-per-state-update-metadata.md	223	// Per-core cfg row — bandit_algorithm lives in FOREACH_PER_CORE_CFG_FIELD per cfg-scope-discipline default	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/multi-state-dispatch-with-per-state-update-metadata.md	236	// Per-core consumer reads core_cfg->bandit_algorithm; type-system rejects scope erosion	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-bit-per-core-override-pattern.md	44	**When cfg-flags migrated to bitmaps (v5.14.9.F-.F.3), per-core override needed to extend:**	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-bit-per-core-override-pattern.md	301	# RISK domain — per-core override (overrides whichever bits operator sets)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	15	**Promotes to:** Stage 3 ACTIVE v1.0 at `.F.4c.3` ship close (per-core registry)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	69	// N authoritative per-core instances — NO global default; NO inheritance	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	76	"Per-core access reads distinct cache lines; no false sharing.");	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	87	"per-core descriptor array size must equal PER_CORE_FIELD_IDX_END");	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	116	// Subsequent "take_profit_pct=3.0" → parse against per-core registry, write to cfg.cores[active_core_idx]	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	123	// Walk all per-core rows for each core instance	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	175	## First canonical application — per-core (v5.15.5.F.4c.3)	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/per-instance-registry-pattern.md	329	**Stage 3 ACTIVE v1.0 — promoted 2026-05-15 at v5.15.5.F.4c.3 r-8 ship close.** Per-core axis live; per-symbol / per-strategy / per-horizon / per-regime axes structurally enforced by sig discipline; m	False	Per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/registry-tuple-as-single-source-of-truth.md	28	A registry was first conceived for ONE consumer (e.g., cfg parsing). As the codebase matures, MORE consumers want to ingest the same registry: GUI rendering, per-core override declaration, stamp-bindi	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/single-authority-predicate-for-mode-gating.md	42	NEW-1 (v5.15.5.F.4d.1.E.0.10): `ControllerConfig_IsLiveCapital(cfg) := (trading_mode == TRADING_MODE_LIVE)`; `use_real_money` → parse alias + tombstone; legacy single_core LIVE hard-refused (H21 dead-	False	single_core	narrative-aspirational	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/sink-fn-pointer-for-optional-side-effect-pattern.md	181	void (*on_fill_log)(...) = &noop_per_core_log<F>;  // per-core enable	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	99	// Per-core slow-path gate state. Lives on CoreContext<F>.	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	106	// Single-threaded access (per-core slow-path); no atomics needed. GUI display	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	137	// checked WITHIN ML_BuildParameters body. Per-core; uses resolved_cfg	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	138	// (already merged with per-core overrides).	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	140	// Scope decision: this registry covers per-core gates inside the ML build	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/slow-path-gate-registry-pattern.md	149	//                    passes resolved_cfg (already merged with per-core	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	137	// ... per-core engine state ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	139	// ... more per-core fields ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	148	// ... per-core ezoo work ...	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	163	void*       ezoo_refs[MAX_EXECUTION_CORES]     = {nullptr};   // EnsembleModelZoo<F>* per-core (lazy-cast)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	164	const void* core_cfg_refs[MAX_EXECUTION_CORES] = {nullptr};   // const PerCoreCfg<F>* per-core (lazy-cast)	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-erased-per-core-resource-handle-pattern.md	169	// inside the per-core init loop	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/type-trait-dispatch-via-tt-namespace.md	8	sister_specs: [universal-cfg-field-registry-pattern.md, type-erased-per-core-resource-handle-pattern.md, x-macro-registry-with-presence-dispatch.md]	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	22	- Composes with: `per-bit-per-core-override-pattern.md` (per-node override emission via PER_CORE_OK metadata flag)	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	57	// All cfg consumers (parser, panel, save/load, per-core override, drift check,	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	120	PER_CORE_OK             = 1u << 0,   // emit per-core override	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	252	else { /* per-core override matching + unknown-key handling */ }	True	per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	265	// --- 4. Per-core override storage (emit ONLY for PER_CORE_OK fields) ---	True	Per-core	code-fence-cite	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/framework-patterns/universal-cfg-field-registry-pattern.md	305	- **Composition with per-node override pattern** (`per-bit-per-core-override-pattern.md`): PER_CORE_OK fields auto-emit override storage + branchless resolution.	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/canonical-sister-extension-discipline.md	308	**Stage 3 first canonical:** Check 9 in `tools/check_per_core_registry_integrity.py` at `.B.7` (paired-access mismatch detector for Class 26 sub-shape A) — extended existing tool that already had Chec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/canonical-sister-extension-discipline.md	308	**Stage 3 first canonical:** Check 9 in `tools/check_per_core_registry_integrity.py` at `.B.7` (paired-access mismatch detector for Class 26 sub-shape A) — extended existing tool that already had Chec	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/dead-code-and-identifier-retirement-discipline.md	87	The gate/risk/lifecycle cfg-flag bitmaps are runtime-only (verified `.E.0.10`: the sharded snapshot READS them to interpret layout but never SAVES the bitmap — it reconstructs from `engine.cfg`; the p	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	141	**Worked example:** `.B.3` Step 1.6.3 — for FOREACH_ML_CFG_FLAG / FOREACH_GATE_CFG_FLAG bitmap-bool entries, framework drift walker at `CfgGateRegistry.hpp:383+` reads `handle.legacy_field` DIRECT (no	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	403	2. **Cross-doc transitive terminology drift** — direct token sweeps catch ~80%; transitive semantic refs ("see DESIGN_PHILOSOPHY's per-core framing" without a literal token) require manual spot-check.	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	407	6. **Transition-doc / catalog over-flagging (the dominant failure — v5.15.5.F.4d.1.D.1 pickup)** — a prose-token classifier flags `old→new` renames in docs that are *about* the rename, where the old t	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	407	6. **Transition-doc / catalog over-flagging (the dominant failure — v5.15.5.F.4d.1.D.1 pickup)** — a prose-token classifier flags `old→new` renames in docs that are *about* the rename, where the old t	False	Per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/implementation-layer-blindspot-taxonomy.md	407	6. **Transition-doc / catalog over-flagging (the dominant failure — v5.15.5.F.4d.1.D.1 pickup)** — a prose-token classifier flags `old→new` renames in docs that are *about* the rename, where the old t	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/mechanical-verification-of-derived-code-facts.md	14	- 'rolling_baseline "~1.5MB" vs actual 64KB — per-core/per-engine SCOPE x 24B/16B SIZE confusion (~23x)'	False	per-core	file-path-reference	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/mechanical-verification-of-derived-code-facts.md	26	A **derived code-fact** — a quantity computed FROM the code's structure (struct **size**, **cache-residency**, algorithmic **complexity**, **latency**) — written as a HAND-COMMENT **drifts**, because 	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/mechanical-verification-of-derived-code-facts.md	28	**Canonical failure:** `rolling_baseline` was commented `~1.5MB`; the struct is 64KB (`sizeof` = 65,984) — a ~23× error. Reconstructed: `1.5MB` = `rolling_baseline × 16 cores at the OLD 24B FPN` (~1.4	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/mechanical-verification-of-derived-code-facts.md	28	**Canonical failure:** `rolling_baseline` was commented `~1.5MB`; the struct is 64KB (`sizeof` = 65,984) — a ~23× error. Reconstructed: `1.5MB` = `rolling_baseline × 16 cores at the OLD 24B FPN` (~1.4	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/representation-migration-completeness.md	15	**The one-line meta-pattern.** When you migrate a *value's representation* incrementally — its **layout** (24B→16B), its **scope** (single-core flat → per-core shadow), its **derivation** (expected-en	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/representation-migration-completeness.md	21	Incremental migration is the *correct* way to evolve a complex capital system: small steps, each compiling, each shippable. This engine did **three** large representation migrations — single-core → pe	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/representation-migration-completeness.md	27	| **Scope** | flat global value ↔ per-core shadow (`cores[slot]`) | Class 25/26, H22 | A24, A10 |	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/representation-migration-completeness.md	37	- **Scope:** mutate `cores[slot]` directly (the per-core view IS the source), or sync the mutated flat field into `cores[slot]` before any consumer reads it — never leave a flat mutation that a `cores	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/struct-change-cascade-impact-tooling.md	140	[[representation-migration-completeness]] (the meta-pattern this tool is the permanent guard for); Class 44 (bound/computed value with a dead/overwriting consumer); Class 26/27 (per-core scope); the t	False	per-core	narrative-current-state	RENAME	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/structural-enforcement-when-memory-insufficient.md	25	- 7th (v5.15.5.F.4d.1.D — Check 11 in NEW tools/check_forward_promise_audit.py — forward-promise auto-write verification across CHANGELOG + postmortems + handoffs + plan bodies + Class catalogs; 24 se	False	per-core	ship-tag-citation	LEAVE	HIGH
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/meta-disciplines/train-serve-execution-layer-parity.md	80	PARITY-027 + B3 per-core regime + B1 BNB fee were 3 sister mirrors at slow-path-cycle surface → `EngineCommon_SlowPathCycleOneCore` extract justified.	False	per-core	historical-tense	LEAVE	MED
/home/caramel/code/tick-trader-percore-workspace/DESIGN_SPECS/plan-templates/design-spec-template.md	163	<What auto-flows when row added — parser + GUI + tooltip + per-core override emission etc.>	True	per-core	code-fence-cite	LEAVE	HIGH
